"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","0","tests.unit","test_fft","","","","test_fft_get_smoothed_time_data[blackman-64-100]","
    Check fft time-data smoothing
    "
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","0","tests.unit","test_fft","","","","test_fft_change_spectrum_level[1-2]",""
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","0","tests.unit","test_fft","","","","test_fft_change_spectrum_level[1-16]",""
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","0","tests.unit","test_fft","","","","test_fft_get_amplitude_spectrum[2500-44100]",""
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","0","tests.unit","test_fft","","","","test_fft_get_smoothed_time_data[bartlett-256-100]","
    Check fft time-data smoothing
    "
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","1","tests.unit","test_stream_adapter","","","","test_stream_adapter_data_out_y[32-1]",""
"failed","Mon Oct 17 10:23:24 GMT 2022","Mon Oct 17 10:23:25 GMT 2022","699","tests.gui","test_front","","","","test_front_draggable_window[-100-0]",""
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","1","tests.unit","test_fft","","","","test_fft_decimate_spectrum[32-64-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","1","tests.unit","test_device","","","","test_device_is_singleton[MockDevice]",""
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","0","tests.unit","test_fft","","","","test_fft_decimate_spectrum[1-512-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_smoothed_time_data[hamming-128-100]","
    Check fft time-data smoothing
    "
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","1","tests.unit","test_fft","","","","test_fft_decimate_spectrum[8-128-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","0","tests.unit","test_fft","","","","test_fft_decimate_spectrum[1-128-100]","
    Check fft spectrum decimation
    "
"failed","Mon Oct 17 10:23:26 GMT 2022","Mon Oct 17 10:23:27 GMT 2022","920","tests.gui","test_front","","","","test_front_draggable_window[-100--100]",""
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","27","tests.unit","test_device","","","","test_device_is_singleton[Mic]",""
"passed","Mon Oct 17 10:23:15 GMT 2022","Mon Oct 17 10:23:15 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_smoothed_time_data[bartlett-1024-100]","
    Check fft time-data smoothing
    "
