"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 17 11:08:18 GMT 2022","Mon Oct 17 11:08:20 GMT 2022","1850","tests.gui","test_front","","","","test_front_change_opacity_up_down[-1]",""
"failed","Mon Oct 17 11:08:16 GMT 2022","Mon Oct 17 11:08:17 GMT 2022","1460","tests.gui","test_front","","","","test_front_close_button",""
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","37","tests.unit","test_device","","","","test_device_is_singleton[Mic]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_stream_adapter","","","","test_stream_adapter_data_out_y[32-100]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_smoothed_time_data[blackman-64-100]","
    Check fft time-data smoothing
    "
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_smoothed_time_data[hamming-1024-100]","
    Check fft time-data smoothing
    "
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_amplitude_spectrum[500-10000]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_decimate_spectrum[8-256-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_decimate_spectrum[1-1024-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","0","tests.unit","test_fft","","","","test_fft_get_amplitude_spectrum[10000-22050]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_fft","","","","test_fft_decimate_spectrum[8-1024-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_selector","","","","test_selector_is_singleton",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_decimate_spectrum[1-256-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_stream_adapter","","","","test_stream_adapter_data_out_y[1-100]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_fft","","","","test_fft_decimate_spectrum[1-512-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_stream_adapter","","","","test_stream_adapter_data_out_same_x_y[1]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_stream_adapter","","","","test_stream_adapter_data_out_x_res[1]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_decimate_spectrum[1-128-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","2","tests.unit","test_fft","","","","test_fft_get_amplitude_spectrum[20000-44100]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_stream_adapter","","","","test_stream_adapter_data_out_y[8-100]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_normalize_spectrum[100-512]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_get_smoothed_time_data[hamming-128-100]","
    Check fft time-data smoothing
    "
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_amplitude_spectrum[1000-10000]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_smoothed_time_data[bartlett-256-100]","
    Check fft time-data smoothing
    "
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_fft","","","","test_fft_change_spectrum_level[100-32]",""
"failed","Mon Oct 17 11:08:11 GMT 2022","Mon Oct 17 11:08:12 GMT 2022","927","tests.gui","test_front","","","","test_front_draggable_window[-100-0]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_fft","","","","test_fft_decimate_spectrum[32-64-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_fft","","","","test_fft_normalize_spectrum[100-128]",""
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","1","tests.unit","test_fft","","","","test_fft_normalize_spectrum[1-1024]",""
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","0","tests.unit","test_fft","","","","test_fft_normalize_spectrum[1-256]",""
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_amplitude_spectrum[500-22050]",""
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_amplitude_spectrum[2500-22050]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_fft","","","","test_fft_decimate_spectrum[32-128-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","0","tests.unit","test_fft","","","","test_fft_get_amplitude_spectrum[10000-44100]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_change_spectrum_level[1-1]",""
"failed","Mon Oct 17 11:08:22 GMT 2022","Mon Oct 17 11:08:24 GMT 2022","1973","tests.gui","test_front","","","","test_front_change_opacity_up_down[1]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_normalize_spectrum[100-256]",""
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","1","tests.unit","test_fft","","","","test_fft_normalize_spectrum[1-64]",""
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","1","tests.unit","test_fft","","","","test_fft_normalize_spectrum[100-1024]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_decimate_spectrum[32-1024-100]","
    Check fft spectrum decimation
    "
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_amplitude_spectrum[500-44100]",""
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","1","tests.unit","test_fft","","","","test_fft_normalize_spectrum[1-512]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_smoothed_time_data[blackman-512-100]","
    Check fft time-data smoothing
    "
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","0","tests.unit","test_fft","","","","test_fft_normalize_spectrum[1-128]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","1","tests.unit","test_fft","","","","test_fft_get_smoothed_time_data[bartlett-64-100]","
    Check fft time-data smoothing
    "
"passed","Mon Oct 17 11:08:01 GMT 2022","Mon Oct 17 11:08:01 GMT 2022","0","tests.unit","test_device","","","","test_device_is_singleton[MockDevice]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_decimate_spectrum[8-128-100]","
    Check fft spectrum decimation
    "
"failed","Mon Oct 17 11:08:06 GMT 2022","Mon Oct 17 11:08:06 GMT 2022","568","tests.gui","test_front","","","","test_front_draggable_window[100-0]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_change_spectrum_level[1-16]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_fft","","","","test_fft_change_spectrum_level[100-8]",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_stream_adapter","","","","test_stream_adapter_data_in_",""
"passed","Mon Oct 17 11:08:02 GMT 2022","Mon Oct 17 11:08:02 GMT 2022","0","tests.unit","test_stream_adapter","","","","test_stream_adapter_data_out_x_res[8]",""
"failed","Mon Oct 17 11:08:07 GMT 2022","Mon Oct 17 11:08:08 GMT 2022","636","tests.gui","test_front","","","","test_front_draggable_window[100-100]",""
